phoB	argP	dnaA	recF	dnaN	nrdB	nrdR	fis	mtlR	marR	glcC	xylR	hupA	hupB	marA	rob	putA	soxS	soxR	gadX	marB	micF	nrdA	fumC	inaA	zwf	nfo	tolC	ygiA	ygiB	ygiC	acrB	acrA	sodA	pgm	rfaY	seqA	rfaZ	fpr	pqiB	pqiA	poxB	xylH	slp	dctR	xylF	xylG	mtlD	guaA	guaB	mtlA	tyrP	ptsG	gadC	gadB	galK	galT	galE	galM	mtr	yhiD	hdeB	hdeA	gadA	metU	aslB	thrT	pgi	proM	glnU	thrW	psiF	leuW	mazG	leuP	fldB	tufB	alaW	topA	trmA	ybaS	serT	ybjC	glnV	leuX	gyrB	argX	tyrT	glyT	metT	hisR	gltX	fldA	mltF	phnI	valY	aspV	phnK	phnC	phnD
1.0022140	0.8891198	0.7563228	1.0882576	0.9951072	0.9705967	1.0157566	0.9655546	0.0153713	0.4898932	0.4315960	0.1339155	0.7451619	0.4186126	1.0573525	0.3230390	0.6498105	0.7353983	1.0108584	0.4170280	0.9768770	0.6877581	0.7604949	0.9741793	0.5317918	0.7520587	1.0234554	0.9595561	0.7585631	0.3621530	0.8209453	0.9394541	0.9551275	0.5495391	0.1683226	0.5143465	0.5398600	0.9633131	1.0234298	0.3913296	0.6650155	0.8712860	0.2759192	0.5758888	0.0163555	0.0528668	0.2353460	0.1405475	0.3437213	0.0450422	0.2054769	0.3891865	0.5974271	0.6317301	0.5475240	0.5692855	0.2124952	0.3091957	0.0098907	0.5379184	0.5213319	0.9770040	0.4892665	0.1135950	0.8534458	0.0348161	1.0409031	0.7762136	1.0697293	0.7553126	0.4804384	0.8316283	1.0484209	0.7217963	0.9903186	0.6669991	1.0002756	0.6811922	0.0687359	0.8020532	0.1846745	0.5369650	0.8259879	0.7596641	1.0287921	0.2161094	0.7100788	0.9942904	1.0258317	0.7596141	0.6111251	0.0610327	0.7837741	0.4650109	0.8229253	0.5055188	0.4270830	0.5687425	0.9988187	0.5964251
0.9987459	0.9681772	0.6906792	0.9584920	0.7475601	0.6872644	0.9529837	0.8784360	0.0801669	0.3535271	0.3375088	0.1710783	0.6205791	0.2860416	0.8982650	0.2540248	0.7718396	0.7994479	0.9075048	0.2579229	1.0446894	0.9672559	0.6363763	1.0043051	0.4295013	0.9564504	0.9133812	0.9579240	0.7640753	0.5256593	1.0423174	0.9550349	0.9838047	0.5195398	0.3780582	0.6787071	0.5368103	0.9696398	0.9730434	0.4432723	0.4144759	0.8635175	0.3440790	0.4617018	0.0668167	0.1495564	0.0012240	0.3463945	0.4306074	0.0540381	0.1655144	0.7527073	0.5880976	0.4838378	0.2767826	1.0685140	0.6458166	0.4481477	0.0741474	0.3802054	0.5678531	0.7635837	0.3589924	0.3832468	0.9586772	0.0175847	1.0370629	1.1354016	1.0840023	0.7653078	0.4734472	0.8540798	1.0139758	0.5402631	0.8800015	0.8602736	0.9993496	0.4398590	0.0876672	0.8223503	0.0455052	0.7085216	0.9096707	0.7571293	1.0127019	0.4071312	0.7167405	0.9652474	0.9740154	0.7122458	0.6679614	0.2696484	0.7354557	0.1527182	0.7398903	0.4648984	0.3031368	0.6171120	0.8863860	0.6714123
0.9659317	1.0080066	0.7544505	0.7999140	0.6293975	0.6549254	0.7770170	0.8626854	0.1372618	0.2915360	0.4800023	0.2136238	0.5190037	0.2093373	0.9896039	0.3354462	0.5361505	0.6418291	0.6464750	0.3020457	1.1272718	0.5414846	0.7792541	0.9345876	0.6144237	0.5391642	1.0906563	0.9268567	0.7542244	0.3186824	0.7708194	1.1239352	0.9983512	0.8139095	0.3983451	0.5174268	0.6954682	0.7468187	1.0689053	0.1798215	0.0417874	0.6164035	0.4603792	0.5149549	0.1043251	0.1581704	0.2283291	0.3110423	0.2427514	0.0377807	0.1984706	0.7574169	0.3134597	0.6856199	0.2447148	0.6149143	0.7085464	0.3965944	0.1765243	0.6086265	0.2279499	0.8818334	0.3430724	0.1053470	0.8215975	0.0160897	0.8834593	0.5904073	1.1318779	0.8590046	0.5104902	0.6994261	0.9237804	0.5538935	1.0455035	0.5050359	1.0024671	0.5678136	0.1232517	0.9030392	0.1042815	0.4619490	0.7007793	0.7419984	0.8551299	0.3116991	0.6040032	0.8005320	1.0734249	0.7201984	0.7650349	0.2924655	0.6779334	0.2187021	0.6281771	0.6785017	0.2756503	0.8173598	0.9703605	0.5908132
0.9215851	1.0706768	0.7291239	0.9383108	0.4994265	0.7070821	0.7187979	1.0966848	0.0729361	0.7166763	0.4345560	0.0959534	0.7268840	0.1522331	0.9080558	0.4373863	0.7813905	0.7412342	1.0052736	0.2869080	1.0830564	0.6569100	0.7303083	0.8846529	0.6361306	0.5936093	0.9609281	1.0746930	0.8626504	0.4352097	0.9291612	1.0675666	1.0406880	0.8595019	0.3781013	0.6799214	0.8153005	0.8240168	1.0427639	0.5517527	0.5162330	0.7902267	0.3716132	0.6336483	0.4334979	0.1059523	0.2350794	0.3359248	0.3043191	0.1250808	0.0805930	0.5109424	0.8678894	0.4147368	0.1080350	1.0305131	0.6397155	0.6009808	0.2569866	0.6323364	0.1886328	1.0454692	0.3901075	0.1441150	0.9960492	0.0771571	1.0483127	0.9620702	0.9346736	0.7927246	0.5646332	0.8419514	0.9851471	0.8478028	0.9541287	0.6811194	1.0100581	0.7701804	0.0718402	0.9537473	0.1059149	0.5235490	0.9358124	0.7582794	1.0150902	0.2504181	0.9267166	0.9561631	1.1041355	0.7762150	0.7648053	0.2545659	0.7707381	0.4804509	0.7527486	0.6982501	0.6058401	0.7109240	1.0581052	0.5343661
0.8343726	1.0179805	0.8876008	0.7321868	0.9233576	0.7612408	0.9774427	0.9640362	0.0941822	0.4339033	0.4525136	0.0852262	0.8126138	0.3400720	0.9967783	0.4250745	0.5883452	0.6236631	0.8050447	0.3385444	0.9852396	0.8217210	1.0791633	1.0307960	0.4507722	0.6879733	0.9344290	0.7947046	0.9651992	0.3358899	0.9007366	1.0894326	0.9909783	0.7342888	0.3412713	0.5987388	0.3634447	0.5924818	0.9863556	0.4362227	0.3832465	0.6463075	0.2340426	0.2218465	0.0198989	0.0528808	0.0021471	0.0190916	0.2944137	0.1176484	0.0775832	0.4979818	0.2402147	0.5563845	0.2068070	0.9505629	0.5305006	0.3242256	0.0227297	0.4410097	0.5536776	0.8040390	0.6620240	0.5466865	0.8973670	0.0937398	0.9247366	0.6644453	0.9591714	0.8530402	0.5570101	0.7966279	1.0438954	0.6333626	1.0236167	0.5464409	1.0904459	0.6550584	0.0144330	0.8473493	0.1054631	0.7497820	0.7999770	0.8427276	0.9818225	0.1940117	0.6756964	1.0537031	1.0920627	0.6255199	0.7475351	0.2112134	0.5692994	0.4962905	0.6190560	0.5530559	0.4804277	0.7719955	0.9970957	0.5352221
0.7404308	0.9372827	0.6294867	1.1186903	0.8131220	0.7982943	0.6915362	0.7969332	0.0934220	0.3110885	0.3207409	0.2265115	0.4372353	0.2669294	0.9488081	0.2710383	0.5796347	0.7651095	0.8969835	0.6011053	1.0046176	0.5328253	0.3461378	0.9807899	0.3747788	0.8181611	0.9332036	0.8381430	0.7265807	0.4184502	0.7583354	0.9520820	0.8559247	0.6080441	0.0189542	0.5069477	0.9111001	0.8320082	0.9999480	0.3036823	0.2677449	0.8561499	0.4066290	0.7291480	0.4525418	0.1495233	0.0975987	0.3269521	0.4612425	0.2012737	0.1224391	0.4906723	0.7524354	0.7889905	0.3172364	0.8884919	0.6553453	0.4934514	0.0991268	0.4020566	0.4204876	0.6777995	0.6703481	0.3626775	0.8700896	0.1113352	0.8954074	0.9643037	1.0662601	0.9280961	0.5284894	0.5837361	1.0688901	0.4873360	1.0805371	0.6077899	1.0474670	0.5246206	0.1000994	0.6966195	0.4414760	0.5356981	1.0462821	0.7544356	0.9764640	0.4133866	0.6944200	0.8694779	1.0210423	0.7692334	0.6597660	0.3066768	0.6960366	0.1565093	0.5169607	0.3971661	0.2152914	0.5594963	0.9488133	0.4464421
1.0251664	0.9518407	0.7663638	0.8630297	0.2542259	0.6694199	0.8254523	0.9294087	0.0368168	0.4118681	0.3732721	0.1061092	0.8445845	0.4044585	0.9020292	0.4058998	0.5086461	0.7079212	0.9248782	0.3599631	0.7648447	0.7233891	0.7821834	1.0696241	0.4496751	0.8264650	0.9905772	0.9915556	0.7496697	0.4071572	0.7146729	1.0948090	0.9402113	0.6318646	0.2453915	0.4340122	0.5750200	0.6887636	0.9127349	0.3099045	0.2481149	0.8725258	0.3287877	0.6145509	0.1432025	0.0990267	0.0492214	0.3969855	0.3847183	0.0530007	0.1425742	0.3691594	0.3155632	0.5901783	0.3228809	0.8350199	0.3065169	0.3417256	0.0056878	0.5524866	0.3777825	1.0334251	0.3827784	0.4586948	0.8586521	0.5628958	0.9463507	0.8293360	1.0649546	0.9462424	0.4389242	0.6043702	1.0499596	0.7209803	0.9794149	0.6951856	0.9829595	0.6714013	0.0437163	0.7349749	0.2252781	0.5191001	0.9422519	0.6286641	0.9301718	0.1694272	0.7368206	0.8673639	0.9675119	0.6571825	0.6131874	0.0765035	0.8171663	0.4218175	0.8348180	0.5277522	0.5936866	0.6105759	1.0670260	0.6225918
0.9541749	0.9894801	0.8252241	1.0872009	0.8048358	0.7456120	1.0216711	0.9667015	0.0365747	0.3244054	0.3965996	0.1001165	0.7114782	0.3956952	0.9493950	0.4019837	0.5571466	0.5394348	0.7021704	0.2206410	0.9870301	0.6792287	0.8897074	0.8756950	0.2773467	0.6876792	0.9013875	0.7368368	0.6776769	0.2406422	0.9175935	1.0805401	0.9752631	0.6328713	0.3142305	0.5172545	0.4106355	0.5982030	1.0509096	0.2547172	0.4743875	0.6476800	0.3863001	0.5386763	0.2709788	0.1021136	0.0591668	0.4004478	0.2235806	0.0211761	0.1345189	0.5978729	0.5214313	0.5610862	0.3954586	0.8482799	0.3912411	0.4165010	0.0255826	0.1318458	0.5588616	0.9721682	0.4837028	0.4064918	0.8682771	0.0208303	0.9377073	0.5664387	0.9653489	0.7454701	0.5612895	0.8464933	0.9243188	0.6067789	0.9858885	0.6402794	0.9337825	0.6063120	0.0431690	0.8307603	0.0524564	0.4457081	0.8482063	0.7531510	0.9729098	0.3622441	0.7211577	1.0073897	1.0751520	0.7201744	0.8085850	0.3121242	0.4573638	0.3093948	0.6431407	0.4777455	0.4479533	0.7441199	0.9183890	0.4878450
0.9353927	0.9949466	0.7758745	1.0898518	0.3571390	0.7791980	0.9591520	0.9567858	0.0906772	0.5310318	0.4016855	0.0494035	0.7911324	0.2539610	1.0386565	0.2563758	0.5763917	0.9874669	0.9930055	0.3461091	0.7481133	0.8231090	0.9862908	1.0210591	0.3355413	0.8759963	0.9201037	1.0646831	0.6375085	0.5114105	0.7447770	0.9397842	1.0401941	0.6770316	0.2762687	0.5813750	0.8102609	0.7432151	0.9657672	0.6484523	0.3398958	0.9247805	0.2167427	0.6143501	0.0453745	0.0647687	0.0013933	0.2171665	0.3061803	0.2034954	0.0965028	0.4899500	0.2963048	0.4559156	0.2071364	0.9208097	0.6513701	0.4081868	0.0189196	0.2218299	0.5339933	0.7164557	0.3250070	0.3455970	0.9236116	0.3350972	0.9688054	0.8480796	0.9954658	0.9184636	0.4659154	0.6691649	1.0717666	0.6095041	1.0731310	0.6950974	0.9446631	0.7851157	0.0265879	0.8298639	0.0991686	0.5670176	0.9196585	0.7281784	0.9448147	0.1325510	0.7949604	0.9079558	0.8819553	0.7658202	0.8171869	0.1295915	0.6960370	0.5131039	0.6397564	0.6152243	0.7131650	0.7395237	0.9439758	0.4781674
0.7949843	0.9394882	0.7192671	1.0120929	0.3484708	1.0904744	1.0014588	1.0280086	0.1199880	0.3945770	0.4691526	0.1255544	0.6115688	0.3867423	0.9698109	0.4270078	0.5254780	0.8710343	1.0221607	0.2953293	0.9981547	0.8454459	0.2604699	0.9984537	0.5327261	0.7499838	0.9396691	0.8311057	0.8150992	0.7409771	0.9519071	1.0186501	1.0897121	0.7447052	0.2880450	0.5418671	0.5854346	0.7399404	0.9782274	0.6177943	0.4533972	0.9374174	0.3325809	0.6961241	0.3692753	0.1354211	0.0217344	0.1268904	0.4286847	0.1635217	0.1653756	0.3276749	0.4194225	0.6574163	0.6076279	0.9135471	0.5076529	0.1779108	0.0086080	0.5237160	0.4035851	1.0337656	0.3414781	0.2735801	0.9346446	0.6476663	0.8831143	0.9070496	1.0751961	0.8457895	0.4287683	0.6508401	0.9406363	0.6392494	0.9566168	0.7071516	1.0866470	0.6781732	0.0560615	0.7595871	0.2368967	0.4773250	0.8943124	0.7362974	0.9867669	0.3484564	0.6790098	1.0199805	1.0125338	0.6874332	0.7650942	0.2917531	0.8136373	0.2947501	0.5298144	0.5210061	0.5286144	0.6617221	1.0134582	0.5262905
