phoB	argP	dnaA	recF	dnaN	nrdB	nrdR	fis	mtlR	marR	glcC	xylR	hupA	hupB	marA	rob	putA	soxS	soxR	gadX	marB	micF	nrdA	fumC	inaA	zwf	nfo	tolC	ygiA	ygiB	ygiC	acrB	acrA	sodA	pgm	rfaY	seqA	rfaZ	fpr	pqiB	pqiA	poxB	xylH	slp	dctR	xylF	xylG	mtlD	guaA	guaB	mtlA	tyrP	ptsG	gadC	gadB	galK	galT	galE	galM	mtr	yhiD	hdeB	hdeA	gadA	metU	aslB	thrT	pgi	proM	glnU	thrW	psiF	leuW	mazG	leuP	fldB	tufB	alaW	topA	trmA	ybaS	serT	ybjC	glnV	leuX	gyrB	argX	tyrT	glyT	metT	hisR	gltX	fldA	mltF	phnI	valY	aspV	phnK	phnC	phnD
1.0000000	0.9982527	0.7230190	0.8237960	0.6770091	0.7155489	1.0000000	0.7780381	0.1118014	0.5258130	0.4642205	0.1585239	0.4723372	0.2698009	0.9176523	0.4296536	0.5292933	0.7323928	0.8785412	0.4081445	0.9981996	0.7402449	0.7610404	0.9404395	0.3895175	0.8168010	0.9340123	0.9999821	0.9322137	0.4099512	0.8245927	0.9951872	0.9998882	0.6395306	0.3875108	0.4686257	0.8768385	0.6871387	0.9778648	0.4532754	0.2146500	0.8040968	0.3175121	0.6491252	0.0181257	0.0527179	0.0006002	0.3025965	0.4316172	0.1565161	0.2034622	0.7265567	0.4342079	0.5709905	0.4377885	0.9818916	0.4930869	0.5081002	0.1134564	0.6357108	0.4906596	0.9603774	0.5913386	0.1534793	0.7070921	0.0668890	0.9996966	0.8863270	0.9999905	0.7796624	0.3660214	0.7819516	0.9999904	0.4983059	0.9678497	0.5920204	0.9951512	0.6201985	0.1198721	0.8749099	0.2411654	0.5355177	0.9229641	0.7060024	0.8615737	0.3731743	0.5742587	0.8440836	0.9886403	0.6557133	0.5455598	0.2968643	0.6428727	0.5085143	0.6446403	0.3944086	0.5710602	0.7561878	0.9544979	0.5186775
1.0000000	0.9995118	0.7345886	0.9354622	0.5959032	0.8027034	1.0000000	0.8675729	0.0961629	0.3879892	0.3714348	0.1438702	0.5718311	0.4107836	0.9806274	0.3786269	0.6430375	0.8497513	1.0000000	0.3121625	0.8462386	0.6794818	0.3828473	0.9403923	0.4166241	0.8388849	0.9410448	0.8559031	0.7949490	0.5928007	0.9231888	0.9999989	0.9998530	0.9596326	0.2132344	0.5083472	0.7139268	0.7668613	0.9778648	0.5171417	0.2753814	0.8700507	0.3882166	0.5365189	0.0875530	0.0785022	0.0003776	0.3733883	0.1064648	0.1514534	0.1609708	0.5741050	0.7300972	0.6341526	0.4433157	0.9122776	0.5431234	0.4105776	0.0075626	0.4680343	0.5408526	0.9857378	0.1700416	0.0956169	0.9200601	0.0428932	0.9600319	0.9287701	0.9808339	0.8018403	0.4084667	0.7967532	0.9999930	0.5981219	0.9998816	0.7567114	0.9948102	0.5286961	0.0596126	0.7728555	0.0983374	0.4700356	0.9753639	0.7310649	0.8850440	0.2533490	0.6352318	0.8607270	0.9913293	0.7112463	0.7082046	0.0832208	0.7180361	0.2477723	0.7705006	0.8353965	0.3881138	0.7613902	0.9544979	0.5186775
0.9631426	0.9994796	0.7233003	0.9999980	0.7294950	0.9922712	1.0000000	1.0000000	0.0237992	0.6570273	0.4001073	0.0698845	0.7721139	0.3505577	0.9861365	0.3744769	0.5582217	0.8799759	1.0000000	0.1596964	0.9971870	0.7252672	0.5115431	0.9403375	0.8258384	0.7198824	0.9420167	0.8589419	0.9598011	0.4436074	0.8243021	0.9951872	0.9684971	0.8521448	0.2909028	0.5331048	0.6758213	0.7772034	1.0000000	0.7055598	0.3806825	0.8840013	0.2446506	0.4661690	0.2468088	0.0430551	0.0000940	0.3938330	0.3208480	0.1112955	0.0495704	0.6338616	0.5891876	0.2333803	0.4929741	0.6489052	0.4348634	0.3997906	0.0481527	0.3499301	0.5506206	0.9996281	0.6087085	0.1280930	0.9372320	0.0412321	0.9601643	0.9548569	0.9999947	0.8271451	0.5465824	0.7007583	0.9999984	0.6825924	0.9680555	0.6947085	0.9962018	0.7009467	0.0655003	0.7921480	0.0545713	0.5739106	0.9786585	0.8342440	0.9156080	0.2532536	0.7083902	0.9594003	0.9937733	0.6961297	0.6802273	0.0561466	0.8049576	0.2443181	0.7002569	0.5317365	0.6022077	0.8105905	0.9544850	0.5623105
1.0000000	0.9982527	0.8140498	0.2112689	0.9344386	0.8676489	0.8511749	0.8165916	0.1043034	0.3296428	0.4516921	0.1687596	0.5887913	0.2895828	0.9292429	0.2899318	0.6374029	0.7451533	1.0000000	0.3116866	0.9611557	0.6157785	0.2421259	0.9360936	0.4585183	0.8878851	0.9325739	0.9999231	0.6731811	0.5471380	0.7318041	0.9999959	0.9986470	0.5947538	0.3561847	0.4515899	0.6200951	0.8903956	0.9778648	0.2677648	0.1711673	0.9133767	0.4104683	0.4574555	0.0288531	0.1508291	0.0179645	0.1222732	0.3783195	0.1278154	0.1841816	0.6780782	0.2144236	0.6239772	0.5736721	0.9661660	0.3968780	0.3749848	0.0272693	0.6003704	0.5414829	0.5805616	0.4627266	0.0998393	0.8500922	0.2798692	0.9997373	0.9160981	0.9808320	0.8600300	0.4974352	0.7232956	0.9999911	0.5791800	0.9997581	0.5965104	0.9572080	0.5357070	0.1101995	0.7640256	0.4842230	0.4685616	0.9281401	0.7684187	0.8670080	0.3493838	0.6017402	0.8518923	0.9899394	0.7563795	0.7409205	0.2435939	0.7866225	0.3872954	0.6284431	0.4203842	0.3573307	0.7311306	0.9544979	0.5507564
0.9565566	0.9981396	0.7229930	0.9999980	0.7058814	0.7331534	0.3978028	1.0000000	0.0206796	0.7401740	0.4001073	0.0809296	0.7383125	0.3505577	0.8500305	0.4918611	0.4482665	0.8098138	0.8902440	0.1505117	0.7472057	0.9358071	0.9095364	0.9991744	0.4805422	0.7686647	0.9335504	0.9333521	0.8602741	0.4719061	0.9999771	0.9951877	0.9999635	0.8629986	0.1277712	0.4524528	0.4848442	0.7110037	0.9778648	0.3951874	0.2627537	0.8424066	0.3386858	0.2726931	0.0000125	0.0602423	0.0142747	0.3939222	0.2060674	0.1560385	0.0244215	0.6338616	0.2691028	0.1752445	0.1196185	0.9117066	0.2146700	0.3511225	0.0087049	0.5544066	0.5810802	0.9998976	0.3194327	0.2262423	0.9501881	0.1056430	0.9999429	0.9065527	0.9808372	0.8271451	0.4650484	0.7400847	0.9999960	0.7049715	0.9680555	0.6178926	0.9970418	0.7588236	0.0373256	0.8574985	0.1262541	0.5278611	0.9276148	0.8034342	0.9156080	0.2089888	0.7535760	0.9553769	0.9937732	0.6961297	0.6802273	0.0533431	0.6906073	0.5503794	0.6036764	0.5317329	0.4535705	0.6104922	0.9544824	0.4967242
0.7823201	0.9991944	0.7396232	0.7696925	0.3092526	0.7160883	1.0000000	1.0000000	0.0256854	0.3863323	0.2437128	0.0977529	0.7961208	0.1405307	0.9984709	0.3654017	0.5672252	0.5654480	0.7150615	0.3073555	0.9975055	0.6367749	0.9665316	0.9367213	0.8180573	0.7194036	0.9233280	0.9296647	0.7458905	0.2859675	0.8852824	0.9951847	0.9314122	0.5926908	0.3272717	0.3617646	0.7653794	0.7298635	1.0000000	0.1545225	0.0882327	0.6288922	0.2640714	0.5112386	0.0019154	0.0942602	0.4108930	0.3748809	0.3546754	0.0502808	0.1138849	0.7736115	0.6714998	0.5756398	0.5108967	0.7345772	0.6284586	0.5847656	0.1018870	0.3211043	0.5426976	0.6641688	0.1109090	0.0800234	0.9462161	0.5380954	0.9999156	0.4749640	0.9808372	0.9390577	0.4650485	0.5579234	0.9999977	0.6825924	0.9998952	0.6345935	0.9960733	0.7009466	0.0655003	0.8680290	0.0954404	0.5278611	0.7229867	0.7615656	0.9716108	0.2532536	0.7083901	0.8936565	0.9954968	0.7413661	0.6860137	0.2501982	0.7225000	0.3017675	0.6658850	0.5317330	0.7379731	0.6222516	0.9998423	0.3984562
0.7943971	0.9973729	0.8007548	0.9999979	0.6681512	0.7162167	1.0000000	1.0000000	0.0245140	0.3603770	0.3766414	0.0704152	0.7204125	0.3505577	0.9075905	0.2184806	0.4969539	0.6201025	0.7176433	0.2328176	0.9444022	0.8745087	0.5255827	0.9821943	0.5828025	0.5928696	0.9752496	0.9944995	0.5515494	0.5340069	0.7924546	0.9951425	0.9883556	0.5259565	0.0910384	0.4512285	0.6984476	0.6104124	1.0000000	0.3394731	0.2460822	0.7577977	0.3386852	0.5191261	0.0002909	0.0864849	0.0713613	0.0616956	0.3318431	0.0282244	0.1143203	0.6338616	0.3254268	0.4871351	0.0962379	0.9154161	0.4835057	0.4074133	0.0097403	0.3598511	0.3715396	0.9982660	0.4484258	0.2193484	0.8827200	0.0057131	0.9998988	0.6280686	0.9999960	0.8271451	0.4650486	0.8025718	0.9828875	0.6942535	0.9999042	0.5479977	0.9963024	0.7443823	0.0655003	0.7921476	0.0549964	0.5646335	0.8042548	0.7615656	0.9156080	0.1439224	0.7083901	0.8778322	0.9937732	0.6961297	0.6802273	0.2501982	0.5102509	0.1153284	0.5870605	0.6990071	0.4535705	0.5912113	0.9543926	0.5235668
1.0000000	0.9994350	0.7987204	0.9999979	0.6947956	0.7319018	0.7346353	0.5495924	0.1404430	0.3454559	0.5547427	0.3152105	0.3372483	0.4263428	0.9281852	0.4206483	0.5703067	0.7451530	1.0000000	0.8296678	0.9983321	0.7429697	0.1748922	0.9409397	0.3925877	0.6686998	0.9702337	0.8416970	0.8177211	0.4123365	0.9003865	0.9951872	0.9998834	0.6710296	0.3486243	0.4584431	0.8411523	0.8423582	0.9778648	0.4295966	0.1709941	0.8142629	0.5019614	0.9365846	0.3281156	0.3135301	0.2214313	0.2712797	0.3280730	0.1331887	0.3363134	0.4118032	0.4960572	0.8835387	0.7667630	0.8670324	0.7241136	0.3655490	0.0432175	0.6366319	0.2003320	0.2452093	0.1337833	0.7791689	0.2780966	0.4429393	0.9967763	0.8509231	0.9999734	0.6918758	0.3758270	0.7232956	0.9828567	0.2181805	0.9844094	0.5965081	0.9775500	0.2396844	0.2726493	0.6971252	0.6169186	0.4053930	0.9558136	0.6174693	0.6923578	0.5754232	0.7084635	0.8525460	0.9739575	0.5440612	0.3515660	0.1275158	0.6388685	0.2821369	0.6284431	0.2303786	0.1540674	0.6400148	0.9544979	0.5708509
0.8143117	0.9975109	0.7382210	0.9999980	0.6196623	0.7118085	1.0000000	0.4342046	0.3107236	0.3048525	0.6145585	0.6010796	0.0206679	0.7579531	0.8561472	0.4859968	0.4535169	0.8817145	1.0000000	0.9340024	0.9626931	0.6710648	0.5593561	0.9416875	0.4826973	0.7281114	0.9826393	0.9521634	0.9545773	0.5493839	0.9178145	0.9951878	0.9999497	0.6723353	0.3520933	0.4780110	0.9936749	0.7465377	1.0000000	0.3084931	0.6404250	0.9305471	0.6872753	0.9608945	0.4014226	0.4712360	0.0123652	0.1103883	0.6036758	0.1544488	0.3597785	0.8853407	0.9000616	0.6615250	0.4837246	0.9989608	0.9953455	0.9463162	0.8997460	0.7436190	0.1541755	0.2667465	0.4524086	0.6012229	0.0698277	0.3228213	0.9902247	0.9419854	0.9999558	0.7067859	0.2273770	0.5873117	0.9999420	0.0828913	0.9643200	0.6458504	0.9251216	0.4040476	0.5423791	0.8300375	0.5594457	0.4203374	0.9858205	0.5519264	0.4300473	0.6002334	0.3061012	0.6812805	0.9459507	0.5182894	0.6763303	0.4642136	0.7377444	0.3335804	0.6197418	0.2653276	0.0235700	0.4949401	0.9997945	0.4333955
1.0000000	0.9996364	0.8578440	0.9999978	0.5640954	0.7162955	1.0000000	1.0000000	0.0183991	0.4148239	0.1979953	0.0977529	0.7204125	0.2221707	0.9951100	0.3678531	0.6856926	0.8663574	1.0000000	0.3241885	0.9881183	0.7895753	0.9967122	0.9988184	0.5430757	0.7142999	0.9420660	0.8581971	0.8702941	0.4336404	0.9272084	0.9951871	0.9315500	0.7227669	0.1265830	0.6353788	0.8389097	0.8176973	0.9778649	0.4853323	0.4321862	0.8764551	0.3386880	0.2870259	0.0028667	0.0682755	0.0883707	0.1950577	0.3130708	0.0786319	0.1238691	0.7864868	0.7802923	0.5224996	0.1232471	0.9775539	0.6717097	0.4158365	0.0408857	0.4394234	0.4410476	0.9807753	0.2391842	0.0855557	0.9495657	0.0386933	0.9999043	0.9689339	0.9999952	0.9324182	0.5104154	0.7550216	0.9828875	0.6825924	0.9978018	0.6348850	0.9965789	0.8256516	0.0655003	0.8888568	0.1057665	0.6092410	0.9415914	0.7615657	0.9156080	0.2532536	0.7083901	0.9654716	0.9953244	0.7471624	0.7019974	0.2501982	0.7285104	0.6835743	0.7339322	0.5317346	0.5867762	0.6862501	0.9999131	0.7752824
0.8176669	0.9987786	0.7499706	0.9999980	0.3802978	0.7160881	0.9535723	0.8438080	0.0997346	0.4579392	0.4432373	0.1262701	0.5912735	0.4236315	0.9357206	0.4096833	0.5750197	0.8724987	0.7427096	0.2780405	0.9972122	0.7012293	0.5574211	0.9976434	0.4235654	0.7191504	0.9540706	0.8555364	0.9707372	0.5796447	0.8432608	0.9999994	0.9999081	0.7412474	0.3523949	0.5023562	0.6018201	0.7628449	1.0000000	0.5978961	0.3236621	0.8838104	0.3983169	0.5296244	0.0010338	0.1119653	0.3719296	0.3713355	0.2452855	0.1457444	0.1714613	0.5624219	0.6974109	0.5000342	0.3534955	0.8988312	0.3760981	0.4010888	0.0337893	0.5594513	0.5541264	0.6336475	0.5359194	0.3905815	0.8706445	0.0566718	0.9998665	0.9576556	0.9808331	0.8574126	0.4841356	0.5902931	0.9828839	0.5322892	0.9998194	0.7423360	0.9579305	0.4921662	0.0724230	0.8144536	0.0784325	0.5705453	0.9428155	0.7248094	0.9292632	0.1379433	0.6200139	0.9696351	0.9930798	0.6560592	0.5909633	0.1092091	0.7782629	0.2732471	0.5113018	0.8193543	0.5023959	0.7261715	0.9544098	0.4999949
0.8392531	0.9990600	0.7854620	0.6816333	0.7231407	0.7176329	0.7887419	1.0000000	0.0815508	0.3550389	0.4001073	0.0353478	0.7204125	0.3505577	0.9840536	0.2395534	0.5566714	0.7451539	1.0000000	0.3241885	0.9811367	0.6257438	0.7925505	0.9323091	0.3968775	0.5939863	0.9353847	0.9998413	0.6153962	0.7594288	0.8297045	0.9999858	0.9275724	0.6803899	0.3100169	0.6730493	0.6976690	0.7393114	1.0000000	0.2901588	0.1795890	0.9226170	0.3386847	0.5452699	0.0029335	0.0539001	0.0000356	0.3790056	0.3372775	0.0742447	0.0831859	0.6338616	0.5045507	0.5936980	0.4492544	0.8351152	0.5190452	0.3691625	0.0501995	0.3839670	0.5356151	0.7907163	0.0662309	0.1638610	0.8827200	0.0080450	0.9601630	0.9010964	0.9808372	0.8271451	0.7701913	0.6089843	0.9828875	0.7237710	0.9815355	0.6118150	0.9968394	0.8176515	0.0369384	0.8971520	0.1057665	0.5278612	0.9028939	0.7615657	0.9156080	0.1909375	0.7305382	0.9584118	0.9937733	0.6961297	0.6802273	0.2501982	0.7396170	0.3563082	0.5270072	0.8398906	0.6914410	0.7189199	0.9544242	0.5116889
1.0000000	0.9982527	0.8536508	0.9999978	0.6374478	0.7933761	0.5846857	1.0000000	0.0252368	0.5149913	0.3714220	0.0681869	0.7204125	0.1998681	0.9836461	0.3592299	0.6218256	0.8715379	1.0000000	0.2393361	0.7315947	0.6930189	0.9722445	0.9986448	0.4201362	0.7107358	0.9414422	0.8584684	0.8618381	0.4702791	0.8127524	0.9999987	0.9315088	0.6661899	0.3226703	0.6641980	0.8630307	0.7733481	1.0000000	0.5179990	0.2952957	0.8772916	0.2796865	0.3232980	0.0003053	0.0407211	0.3205223	0.3937820	0.3143753	0.1198654	0.1140323	0.8152051	0.8081053	0.4953607	0.3147005	0.4693506	0.7040049	0.3174795	0.1042534	0.1653941	0.1771053	0.8073749	0.0916515	0.3985031	0.9488190	0.8145479	0.9601634	0.9606688	0.9999959	0.8970461	0.6943118	0.7232959	0.9828875	0.7364033	0.9827677	0.7324830	0.9607425	0.7009466	0.0655003	0.9243987	0.0581543	0.5278612	0.9740195	0.8732869	0.9546397	0.2517248	0.7083901	0.8778325	0.9937733	0.6961297	0.7819899	0.2501982	0.7316721	0.2316704	0.6587820	0.5317346	0.4598301	0.6400161	0.9544979	0.5186776
1.0000000	0.9994970	0.7727426	0.4992705	0.6608714	0.7161652	1.0000000	1.0000000	0.0216916	0.3602784	0.2704022	0.0977529	0.7220991	0.1994046	0.9347815	0.2536304	0.6630488	0.7451539	1.0000000	0.1338605	0.9800126	0.6950104	0.9694742	0.9931958	0.6753184	0.7163890	0.9667425	0.8418528	0.6266325	0.3070313	0.7020588	0.9999896	0.9282935	0.7127087	0.3221717	0.5636196	0.7582067	0.6995516	0.9778648	0.5058243	0.5666048	0.8151141	0.2705810	0.4849293	0.0329348	0.0577520	0.0001468	0.2188972	0.3419326	0.0736899	0.1163940	0.8158052	0.2304754	0.2745228	0.0009904	0.9837047	0.7038341	0.5172211	0.0509318	0.5926746	0.5815731	0.8765985	0.0938937	0.4932395	0.9120653	0.0099420	0.9999380	0.8997965	0.9808372	0.8271451	0.4650495	0.7571999	0.9999954	0.7687508	0.9999154	0.6552154	0.9968565	0.7009466	0.0655003	0.8629818	0.0794668	0.6187009	0.9309864	0.7615657	0.9572941	0.2236947	0.7680021	0.8778323	0.9968538	0.6961297	0.6802273	0.0614745	0.7539329	0.3444079	0.6675336	0.5317337	0.4535705	0.6883876	0.9544979	0.6007322
