phoB	argP	dnaA	recF	dnaN	nrdB	nrdR	fis	mtlR	marR	glcC	xylR	hupA	hupB	marA	rob	putA	soxS	soxR	gadX	marB	micF	nrdA	fumC	inaA	zwf	nfo	tolC	ygiA	ygiB	ygiC	acrB	acrA	sodA	pgm	rfaY	seqA	rfaZ	fpr	pqiB	pqiA	poxB	xylH	slp	dctR	xylF	xylG	mtlD	guaA	guaB	mtlA	tyrP	ptsG	gadC	gadB	galK	galT	galE	galM	mtr	yhiD	hdeB	hdeA	gadA	metU	aslB	thrT	pgi	proM	glnU	thrW	psiF	leuW	mazG	leuP	fldB	tufB	alaW	topA	trmA	ybaS	serT	ybjC	glnV	leuX	gyrB	argX	tyrT	glyT	metT	hisR	gltX	fldA	mltF	phnI	valY	aspV	phnK	phnC	phnD
0.6787036	0.6708086	0.6052931	0.7684840	0.3886635	0.5129586	0.3798383	0.6490917	0.0935343	0.3532507	0.2573313	0.0638126	0.3491225	0.3046690	0.6112502	0.3663046	0.4191952	0.5097006	0.5968263	0.2375942	0.6235519	0.4140570	0.4685916	0.7435090	0.4594180	0.5289711	0.6279119	0.6700925	0.6060108	0.3613566	0.6086099	0.6811711	0.6103877	0.5234678	0.3465253	0.5215701	0.5595776	0.4906996	0.7323909	0.2660207	0.0892918	0.6374116	0.3103284	0.2562926	0.2871848	0.0423108	0.0000744	0.2647338	0.1602930	0.0615898	0.1423037	0.4356714	0.4529560	0.3908896	0.0103053	0.6811451	0.3801993	0.2964830	0.0468036	0.4047808	0.2229094	0.6173266	0.3572256	0.3738285	0.6505087	0.0967601	0.7407257	0.5706693	0.7663126	0.5857411	0.4238975	0.4746889	0.7133692	0.4221497	0.5869311	0.3333068	0.7494799	0.3166123	0.0795364	0.5895024	0.0474614	0.2955575	0.5837817	0.4286659	0.5756770	0.2316947	0.4276396	0.6011293	0.7495219	0.3820634	0.3896359	0.1651341	0.5649716	0.4951519	0.4643933	0.3034199	0.3059391	0.5282189	0.5769485	0.5142468
0.6873074	0.6929623	0.6053541	0.5770578	0.7131535	0.5024850	0.6616529	0.3729581	0.1393553	0.4556879	0.3509777	0.2199836	0.1392874	0.2684177	0.7958443	0.3269884	0.4127285	0.6258962	0.8044588	0.6053219	0.6152435	0.5453804	0.4025261	0.6834073	0.2244777	0.5580506	0.7153789	0.7933160	0.6184034	0.3134692	0.6105160	0.7093875	0.6720960	0.5688281	0.0005311	0.2926088	0.5972188	0.4707202	0.6470095	0.2590715	0.1894085	0.6782735	0.3524030	0.6236652	0.1759481	0.2436087	0.0351193	0.2954563	0.3285932	0.1414593	0.1432523	0.5136272	0.1816095	0.4932410	0.4777458	0.7241588	0.6200016	0.4087448	0.1880580	0.5615988	0.0006660	0.2001553	0.4231865	0.3131289	0.2098081	0.0111907	0.6847227	0.6193951	0.5795145	0.6221662	0.3631531	0.4609578	0.6459504	0.1597506	0.7366426	0.4148460	0.7383346	0.2542926	0.1632808	0.6576107	0.3752373	0.2558720	0.6299321	0.6076196	0.5876469	0.3252929	0.2791190	0.5828645	0.8075378	0.4785762	0.2260358	0.1825993	0.4009034	0.1670619	0.4790995	0.2297788	0.0942000	0.4423116	0.6860281	0.2536855
0.6020644	0.7277831	0.5086663	0.7966602	0.4896488	0.4974881	0.7519232	0.8038132	0.0484078	0.2714151	0.2532798	0.0679303	0.5233594	0.2303966	0.6216629	0.3081487	0.3826325	0.5243103	0.7675256	0.1975545	0.6073553	0.6435339	0.6345047	0.6392324	0.8069608	0.6324024	0.5974300	0.6586349	0.5775074	0.3632145	0.7637278	0.7154238	0.8372900	0.5661676	0.2134403	0.3454057	0.3597130	0.5856525	0.7862479	0.3805946	0.2275281	0.7390874	0.2117910	0.4296632	0.3623338	0.0281230	0.1942204	0.2878089	0.1276733	0.1426329	0.0414654	0.5030266	0.4174176	0.4729775	0.0492243	0.6599533	0.3455203	0.2206396	0.0051588	0.3466108	0.4016038	0.6062238	0.2342191	0.0741932	0.6067603	0.3828761	0.7328537	0.5533478	0.7668141	0.6054920	0.3731115	0.4674212	0.5923838	0.4171365	0.7100282	0.5218092	0.6827380	0.4201917	0.0562419	0.5790041	0.1161562	0.3193960	0.6420378	0.4977538	0.6787813	0.2848251	0.4393873	0.5362208	0.7996210	0.5439647	0.5088724	0.1691043	0.6500637	0.3996140	0.4054346	0.3517976	0.6307245	0.4731085	0.5220723	0.3608583
0.7484110	0.7144140	0.4356237	0.7042401	0.1688106	0.4945476	0.6628736	0.6742803	0.0202437	0.3696073	0.2923990	0.0546147	0.4527799	0.2055052	0.7244610	0.1837332	0.4626952	0.4782378	0.4278248	0.1486618	0.6583370	0.5714140	0.5185716	0.8097700	0.2894118	0.5935427	0.7130517	0.5174688	0.6889645	0.2279541	0.8064569	0.7193713	0.7424378	0.4954064	0.0753684	0.4085760	0.7548676	0.7505180	0.8644743	0.4524893	0.0645457	0.6990825	0.2102706	0.3328737	0.0145614	0.0643456	0.0002541	0.0267744	0.1538833	0.0311516	0.1492798	0.3773801	0.4056437	0.3387886	0.3471215	0.5696364	0.5839854	0.2131851	0.0565139	0.4481775	0.3943575	0.8285094	0.1013774	0.0467445	0.6002979	0.3044145	0.7899837	0.4760377	0.8382304	0.5241249	0.4363309	0.4871312	0.6668007	0.4643504	0.7461918	0.3632794	0.6827022	0.4508871	0.0451340	0.5772063	0.0084743	0.4556429	0.6189828	0.4178038	0.6775867	0.3081949	0.4139485	0.5440692	0.8431568	0.5354192	0.6638173	0.1890835	0.4020538	0.1423742	0.5705455	0.2741859	0.4680107	0.6324012	0.5968672	0.3430005
0.5789954	0.6593742	0.5156816	0.8572631	0.4565850	0.6151762	0.4091642	0.6286342	0.0649942	0.2578142	0.2431877	0.0372034	0.5449988	0.2764137	0.6777775	0.1257746	0.4826186	0.4006794	0.5212168	0.0859060	0.6663632	0.4868260	0.2699026	0.7114428	0.6349297	0.4337126	0.6400454	0.7530940	0.4624999	0.1508042	0.4226745	0.7115539	0.6648697	0.5681425	0.2001253	0.3041340	0.4371122	0.4649799	0.6149987	0.1418380	0.0797809	0.4853859	0.2520896	0.2972793	0.1579274	0.0397866	0.0011006	0.0041782	0.2175756	0.0856174	0.1084398	0.4197391	0.2125380	0.2843808	0.0011910	0.5901843	0.2519990	0.2509091	0.0015024	0.3620179	0.3701610	0.6915442	0.0564005	0.0086329	0.5830968	0.0036966	0.7404364	0.2875068	0.6865072	0.5580054	0.3160503	0.3242881	0.7675936	0.3953886	0.6936903	0.4235890	0.6581261	0.4433754	0.0376467	0.7112913	0.1753965	0.4569664	0.5769145	0.5381236	0.6623158	0.1312272	0.4750074	0.5865877	0.8087312	0.5179035	0.4577096	0.0566925	0.3354601	0.2621529	0.2909270	0.3838457	0.3244744	0.3559009	0.6058596	0.4025799
0.5998421	0.7026091	0.4895653	0.4914818	0.3231317	0.7135573	0.6047908	0.7620987	0.0233395	0.5079641	0.1746486	0.0669594	0.5059136	0.2800086	0.5411988	0.3435958	0.2773521	0.5190688	0.7019452	0.1605083	0.6586790	0.6510981	0.5661074	0.6486101	0.3421928	0.5676589	0.5792173	0.5919474	0.7373580	0.3316591	0.7691735	0.7120346	0.7224411	0.5555869	0.2486664	0.3068834	0.4432837	0.4592468	0.7709368	0.2912736	0.3424360	0.5632522	0.1701317	0.3979089	0.2434636	0.0676117	0.0004706	0.3013716	0.2250048	0.1532702	0.1225907	0.4137341	0.4093970	0.2238467	0.1329342	0.2738658	0.4433747	0.2840998	0.0302955	0.3593943	0.4358139	0.7283622	0.3141080	0.0650407	0.6056156	0.1371191	0.7039063	0.6712627	0.6969350	0.6863576	0.3620970	0.5023071	0.6753081	0.4161554	0.7835341	0.4138318	0.6665151	0.6289812	0.0186146	0.6122142	0.2558400	0.4556977	0.6763956	0.5708069	0.6865472	0.2011246	0.5476223	0.6696265	0.6944901	0.4958257	0.5924700	0.0254100	0.4157408	0.3748946	0.4421686	0.5270127	0.4274611	0.5029750	0.7517616	0.3868268
0.4062070	0.7334229	0.4472556	0.5439502	0.3741336	0.4288370	0.7304001	0.7407559	0.0332481	0.2661244	0.3113693	0.0785820	0.7120878	0.3237869	0.6293066	0.2549906	0.3099738	0.5250628	0.8238754	0.2198940	0.6096407	0.6680131	0.5806571	0.6805999	0.5541738	0.4347457	0.8468802	0.6266158	0.5118867	0.3162820	0.5512905	0.7418968	0.7417649	0.4441593	0.1744409	0.3002464	0.4071143	0.5790775	0.5881966	0.2949339	0.2253724	0.5897870	0.3109480	0.1689750	0.1259493	0.0085527	0.0339607	0.2085585	0.0999302	0.0436482	0.0422528	0.4246854	0.0801765	0.3677797	0.0253527	0.5156043	0.2964154	0.1631178	0.0718714	0.2125216	0.3017874	0.6832633	0.1620656	0.0768951	0.5464869	0.0768302	0.6393812	0.6567255	0.6739954	0.7070216	0.4214950	0.4451103	0.6529447	0.6949510	0.7387657	0.4401051	0.7103824	0.6222361	0.0508652	0.6491304	0.2713969	0.4873959	0.6300146	0.5822973	0.7655255	0.1398190	0.5579454	0.5855000	0.6311218	0.5173585	0.3939708	0.1619289	0.5044474	0.3127720	0.1677302	0.4401593	0.4743239	0.1234776	0.6760188	0.3043939
0.8037280	0.7683790	0.5180179	0.6100558	0.5450049	0.5170402	0.6933925	0.6756962	0.0435625	0.2405144	0.3192305	0.0274735	0.5427611	0.1109788	0.6736293	0.2202754	0.3992874	0.1018212	0.2040720	0.1112414	0.7019299	0.3420036	0.6892760	0.5016682	0.0507692	0.3876345	0.4862431	0.7185157	0.4503522	0.1145988	0.7178775	0.6846738	0.6679578	0.3989086	0.2582769	0.0099566	0.3886040	0.4628458	0.6220756	0.2109292	0.0004755	0.0053895	0.1804945	0.2254020	0.0005026	0.0625678	0.0002343	0.0862656	0.3042002	0.0168405	0.0816876	0.5943255	0.2219975	0.2053200	0.1853523	0.6576706	0.5779730	0.3933296	0.1777347	0.4288321	0.3895953	0.5887949	0.1629084	0.3058248	0.6183235	0.2820138	0.8035041	0.0035138	0.6933368	0.6887202	0.3034351	0.6124373	0.7564777	0.4749568	0.6073788	0.1178230	0.7004029	0.5166180	0.0868673	0.5502166	0.0077217	0.4629726	0.0177149	0.5496289	0.8601572	0.1775858	0.5726870	0.5902432	0.7854065	0.5562751	0.5091404	0.1523968	0.0242765	0.1358542	0.5040120	0.4825317	0.3111926	0.5049427	0.7108787	0.5804297
0.5231044	0.7455224	0.6245307	0.4983536	0.6722057	0.4837384	0.7473902	0.6956963	0.0241974	0.6339258	0.2901614	0.0622398	0.5743235	0.0877279	0.5567930	0.3374090	0.3093865	0.5565748	0.6774923	0.2252040	0.7429510	0.5832770	0.5838669	0.6005174	0.2935325	0.4035070	0.7002804	0.6432578	0.7249229	0.5277304	0.6787619	0.6383821	0.7887781	0.4834174	0.2608153	0.3195609	0.6838972	0.8008519	0.8808189	0.1594171	0.1035347	0.6484171	0.2439293	0.4480860	0.3915799	0.0660941	0.0339191	0.1906119	0.2305364	0.0638521	0.0571180	0.3950870	0.5845589	0.3065245	0.1373828	0.6988675	0.6972906	0.4882913	0.3005374	0.2665345	0.3769806	0.5734781	0.1135856	0.0758973	0.6453872	0.0677900	0.6606643	0.7010737	0.6645088	0.5167687	0.4090603	0.3907797	0.6470076	0.5049777	0.6816266	0.4111596	0.6518214	0.5273756	0.0092439	0.6858813	0.2344154	0.3245738	0.5489165	0.5531928	0.6909192	0.1453502	0.6356219	0.7443441	0.7499939	0.4961646	0.6378919	0.2008711	0.6688989	0.3116572	0.3088684	0.3951721	0.4418431	0.4209305	0.7582124	0.4105485
0.5612076	0.6584434	0.5531088	0.6642433	0.6011429	0.4381540	0.7161576	0.8479775	0.0776783	0.2848036	0.1922396	0.1173505	0.5513539	0.1698003	0.6388182	0.1250204	0.4592048	0.5983775	0.5931414	0.1439605	0.6880639	0.5509740	0.5936187	0.6182645	0.2718636	0.4119853	0.6083461	0.6301457	0.4591494	0.1891833	0.5740431	0.7970047	0.6870206	0.4925854	0.2247803	0.4096980	0.7350875	0.5431323	0.8143336	0.3048401	0.3511110	0.5036295	0.2762414	0.1601262	0.0000981	0.0510965	0.1507139	0.0111936	0.1310515	0.0643486	0.0989786	0.4416055	0.2426227	0.3651335	0.1636079	0.7465732	0.4159467	0.3430618	0.0497808	0.4976503	0.5141449	0.7050238	0.0994183	0.5119645	0.7334539	0.0395218	0.7439495	0.5715053	0.7393719	0.4851510	0.4723159	0.5225345	0.6125838	0.4064747	0.7078611	0.6505848	0.6529451	0.4010551	0.0778699	0.6538533	0.0895288	0.3888890	0.5944438	0.6210445	0.6449530	0.2353421	0.4618716	0.6140816	0.6584650	0.5252427	0.5652596	0.0935304	0.6554766	0.1550224	0.4283320	0.3441345	0.5087935	0.2568254	0.6321694	0.4033705
